,blue_alt,red_alt,angle_off,aspect_angle,Rmax
0,4089.7044058555744,48696.023840943155,-169.9172057354008,-89.77661582751153,-1.0
1,47508.49552019766,19810.1182439001,-158.26238302138734,-89.24728978652794,-16.0
2,30725.297475419447,22286.515308319853,-146.9464496303671,71.86564568314924,-18.0
3,21989.466875430528,24880.669900446104,-172.64101464743504,-77.77484048989696,-16.0
4,3216.7619866844893,40586.842672023886,72.01980489068728,-76.52541566215656,-5.0
5,45491.41415233294,35794.87767641805,-24.398686241908592,41.90640558620652,-21.5
6,8527.254341036096,20479.50945311325,166.20506803046152,-36.90697482910973,-19.5
7,39649.74568899411,17054.657943685466,-63.41323199715066,39.057154825572354,-24.5
8,4341.11591261315,6535.8257687991545,177.83923573801343,-63.836683160406224,-19.0
9,11797.447195867306,15779.249711012302,-38.355804637189124,19.59138618765708,-21.5
10,45905.32863267717,22024.114713353447,-48.910198324017074,-24.641058245555058,-26.5
11,20825.40544941593,12168.4101921209,101.08956636324166,77.2146279362363,-21.0
12,10856.725534041654,29775.02285324107,-135.11217244637336,-17.238693130559952,-19.5
13,49000.28856351518,18619.38359768299,-75.42976958893473,54.505350766751036,-23.5
14,38140.68876703007,37230.06009000672,-178.19240432760228,69.32916579358684,-17.0
15,12610.995986039343,42236.84414826374,111.90035648514413,-35.74123456430941,-12.0
16,36284.503804676584,41466.748802944276,77.86850607171976,70.820457929279,-18.5
17,39140.52484800913,49701.34657303407,-4.884980700565308,-61.1611432581533,-15.5
18,44696.29347189773,26764.90788554976,-175.61288209806045,80.04097686134546,-17.0
19,36627.18535205386,42957.284771878825,56.6448860995269,-34.05928587339776,-18.5
20,45471.35950472885,20492.82336364608,92.4984676181158,37.164172198115764,-27.0
21,10204.158010894722,32960.60873274175,-60.37846883119225,68.11862001738015,-12.5
22,18855.990535264198,24546.79898867251,-146.68620369301144,39.2253313960519,-20.0
23,30758.50799697436,42814.6198837625,26.06301176542115,53.95920143851518,-16.5
24,43816.28157380455,10438.397248094356,85.1559073241715,58.17548873900694,-26.0
25,20407.25499001944,31853.68096924507,-65.13023524084674,-63.37520993057528,-17.5
26,10965.879132230182,14837.150302324873,-157.17056344674003,1.5582182193036829,-24.0
27,39316.75022124579,31164.898351806056,-135.06534398635327,-80.59710145678105,-17.0
28,37976.353892856765,15981.516451811496,-44.42504841755854,12.650482867965607,-27.0
29,4291.355168852793,35923.22650803515,79.3623529946002,1.0756578256946483,-13.0
30,34444.87244777695,32443.629941007523,118.79911167838588,-20.280038078302056,-22.5
31,10100.748906558374,1044.9857973225362,-154.17670623606716,83.32763928459056,-18.0
32,11912.212589186327,2292.5101274369463,-166.19859311818252,78.81313252210117,-18.5
33,37993.470396841665,42119.275031512116,17.128936949627274,-28.655876244324496,-19.5
34,35434.527785232225,37528.41615615633,169.9853848633395,-87.07438129864695,-13.5
35,11294.58594212511,42791.496637967255,160.47387977234592,80.19710098391963,-9.0
