dataType,regressor,interactionsDegree,polyreduction,mae,mae_std,rmse,rmse_std,fitTime,fitTime_std,predTime,predTime_std,trainSize
TestData,LinReg,3,-1,2.526718173556858,0.03992389865556417,3.5588804985427935,0.12184489028337692,0.006418546040852864,0.0007779580659320717,0.11103049914042155,0.0032240426403792252,0
