Case,BL_Speed,RD_Speed,rad,BL_Hdg,RD_Hdg,BL_Alt,RD_Alt,maxRange,minErrorTry
781,453,552,59,0,37,2155,2361,2.98828125,3.1640625
782,749,599,0,0,37,11437,10831,14.0625,14.23828125
783,521,649,0,0,74,5443,6132,10.72265625,10.8984375
784,731,610,38,0,35,1563,2034,3.515625,3.69140625
785,452,600,48,0,-92,2852,3424,20.21484375,20.390625
786,706,523,51,0,-42,2725,1915,11.77734375,11.953125
787,683,503,7,0,4,1670,1059,4.04296875,4.21875
788,523,581,47,0,51,3260,4656,-1.0,0.703125
789,699,706,55,0,-95,8200,6913,27.94921875,28.125
790,560,716,41,0,78,8101,6612,7.734375,7.91015625
791,480,498,11,0,-126,8940,8439,26.54296875,26.71875
792,569,578,59,0,155,4550,3581,13.53515625,13.7109375
793,683,514,51,0,-128,13375,13450,29.8828125,30.05859375
794,512,698,48,0,143,3244,3693,12.3046875,12.48046875
795,745,463,22,0,37,2582,3350,6.15234375,6.328125
796,703,622,57,0,79,13324,14384,14.765625,14.94140625
797,722,745,40,0,-55,11937,11144,20.56640625,20.7421875
798,732,713,23,0,162,5217,4492,30.234375,30.41015625
799,516,591,57,0,-5,7478,8880,6.6796875,6.85546875
800,450,510,18,0,-153,12323,11308,31.2890625,31.46484375
801,527,593,3,0,-169,6271,5869,30.234375,30.41015625
802,459,484,57,0,25,8340,9005,6.85546875,7.03125
803,656,572,36,0,28,10897,10379,9.84375,10.01953125
804,712,487,0,0,113,7507,7342,25.13671875,25.3125
805,458,626,6,0,-36,11893,12010,10.8984375,11.07421875
806,548,489,6,0,-124,4656,3693,22.5,22.67578125
807,630,658,9,0,67,5570,5624,8.96484375,9.140625
808,631,566,41,0,-11,3528,3577,5.09765625,5.2734375
809,738,476,51,0,100,4227,4790,9.66796875,9.84375
810,649,729,45,0,-113,13494,13689,33.22265625,33.3984375
811,476,481,30,0,-72,4766,4695,15.1171875,15.29296875
812,673,452,2,0,-52,960,1625,7.03125,7.20703125
813,543,460,17,0,-18,9666,10271,10.8984375,11.07421875
814,705,612,43,0,32,11334,11087,10.1953125,10.37109375
815,484,656,20,0,-124,7619,8049,28.30078125,28.4765625
816,532,565,34,0,4,12553,12845,10.01953125,10.1953125
817,688,491,48,0,-129,10754,12141,28.828125,29.00390625
818,741,546,3,0,-12,4323,4648,5.625,5.80078125
819,473,545,56,0,-14,9853,11081,9.31640625,9.4921875
820,705,729,45,0,-42,12491,11115,17.578125,17.75390625
821,678,588,28,0,-175,11636,11138,34.8046875,34.98046875
822,617,737,37,0,162,5030,3804,25.48828125,25.6640625
823,698,588,51,0,51,4826,4487,5.44921875,5.625
824,659,703,27,0,56,13470,14176,14.4140625,14.58984375
825,536,625,45,0,3,8565,10060,5.9765625,6.15234375
826,535,527,39,0,-76,6236,6950,18.45703125,18.6328125
827,737,500,40,0,-166,9538,9078,30.9375,31.11328125
828,670,614,23,0,21,10900,9949,9.140625,9.31640625
829,715,600,27,0,74,13369,13050,19.16015625,19.3359375
830,596,682,8,0,-54,8324,6915,10.72265625,10.8984375
831,484,700,18,0,-28,3818,4411,3.33984375,3.515625
832,728,717,45,0,-50,3280,3093,11.77734375,11.953125
833,726,562,55,0,23,12119,12769,11.42578125,11.6015625
834,681,549,19,0,-104,5120,4773,23.203125,23.37890625
835,627,522,50,0,-86,7655,7693,22.67578125,22.8515625
836,617,734,30,0,101,12866,13631,21.796875,21.97265625
837,712,744,27,0,-6,10390,10496,7.20703125,7.3828125
838,598,621,23,0,156,13245,14640,31.81640625,31.9921875
839,618,559,16,0,84,9336,9239,16.69921875,16.875
840,620,601,19,0,-121,6644,7021,27.7734375,27.94921875
841,621,651,44,0,-9,12319,13698,10.546875,10.72265625
842,587,493,21,0,-1,11830,10709,11.6015625,11.77734375
843,507,506,23,0,-131,1316,1657,22.67578125,22.8515625
844,595,722,50,0,-12,3721,3215,3.515625,3.69140625
845,642,698,18,0,-29,6244,6407,5.9765625,6.15234375
846,558,611,39,0,-52,6367,4954,13.18359375,13.359375
847,748,686,32,0,-153,2994,4460,29.8828125,30.05859375
848,630,526,43,0,90,11375,11364,16.34765625,16.5234375
849,693,474,9,0,13,9923,9379,11.6015625,11.77734375
850,493,704,22,0,113,9668,9043,20.390625,20.56640625
851,465,500,11,0,-160,1454,1410,24.2578125,24.43359375
852,651,671,0,0,60,4950,5547,8.4375,8.61328125
853,533,625,58,0,173,3372,4270,18.6328125,18.80859375
854,656,455,50,0,-104,1130,1710,20.21484375,20.390625
855,538,638,46,0,163,11195,10437,26.89453125,27.0703125
856,473,525,23,0,-51,3496,3180,8.26171875,8.4375
857,491,550,28,0,147,12156,12705,27.0703125,27.24609375
858,686,607,17,0,-168,11019,11071,36.5625,36.73828125
859,457,586,59,0,-68,2296,1913,15.99609375,16.171875
860,641,650,13,0,4,12803,11713,9.84375,10.01953125
861,656,711,50,0,143,13178,12767,26.3671875,26.54296875
862,532,657,46,0,-153,3693,3117,26.015625,26.19140625
863,670,486,39,0,137,5020,4203,16.69921875,16.875
864,481,577,21,0,170,6636,6692,27.7734375,27.94921875
865,456,492,25,0,97,4491,3774,10.1953125,10.37109375
866,646,472,24,0,23,8209,9476,9.4921875,9.66796875
867,545,717,58,0,103,11308,12607,13.88671875,14.0625
868,536,555,6,0,-89,3340,4671,14.765625,14.94140625
869,527,530,2,0,-48,2323,3170,5.44921875,5.625
870,482,621,59,0,114,4634,5301,7.55859375,7.734375
871,587,476,47,0,-23,5417,4977,9.4921875,9.66796875
872,627,742,7,0,73,5413,4695,8.96484375,9.140625
873,454,584,33,0,69,3137,3806,4.921875,5.09765625
874,725,512,58,0,-111,12079,13485,27.421875,27.59765625
875,588,508,45,0,65,8816,7905,9.84375,10.01953125
876,550,621,53,0,164,8714,9320,23.37890625,23.5546875
877,480,744,35,0,-17,10939,11433,7.03125,7.20703125
878,553,679,15,0,-44,3549,2445,5.09765625,5.2734375
879,573,469,48,0,-67,5089,4050,16.875,17.05078125
880,542,485,23,0,86,11371,10660,17.75390625,17.9296875
881,473,479,41,0,7,3727,2214,-1.0,0.703125
882,744,568,30,0,54,3948,3879,6.15234375,6.328125
883,693,697,29,0,94,7693,7669,14.0625,14.23828125
884,735,615,41,0,-117,7873,7566,30.234375,30.41015625
885,552,689,16,0,87,4046,2576,8.0859375,8.26171875
886,647,588,36,0,82,2144,1269,5.625,5.80078125
887,721,458,29,0,-31,1317,2257,7.734375,7.91015625
888,486,511,47,0,115,13073,12826,19.16015625,19.3359375
889,747,713,41,0,-128,10053,11104,34.62890625,34.8046875
890,639,619,58,0,114,6045,6108,10.01953125,10.1953125
891,521,609,51,0,71,7101,6330,6.50390625,6.6796875
892,501,744,19,0,-153,11997,10778,36.5625,36.73828125
893,541,663,27,0,-130,4123,3643,27.7734375,27.94921875
894,716,479,19,0,136,8161,8907,26.89453125,27.0703125
895,692,526,48,0,21,1814,3102,-1.0,0.703125
896,625,607,54,0,-49,790,1339,11.6015625,11.77734375
897,633,639,29,0,-116,8559,9313,29.8828125,30.05859375
898,524,744,28,0,-23,3935,3944,3.1640625,3.33984375
899,693,703,30,0,-170,5960,5300,32.51953125,32.6953125
900,711,659,14,0,59,3787,2693,6.15234375,6.328125
901,744,693,22,0,129,7773,8393,27.24609375,27.421875
902,733,475,46,0,-48,4232,4390,13.88671875,14.0625
903,635,700,41,0,-163,3853,2612,28.125,28.30078125
904,551,551,14,0,20,9967,8516,8.0859375,8.26171875
905,642,551,42,0,-91,7064,7402,23.5546875,23.73046875
906,527,591,39,0,14,7926,8014,5.44921875,5.625
907,709,725,27,0,-80,10617,10872,25.83984375,26.015625
908,564,512,42,0,-177,7681,7310,26.3671875,26.54296875
909,511,467,11,0,11,2873,1722,-1.0,0.703125
910,651,691,37,0,99,9465,9222,15.64453125,15.8203125
911,733,516,35,0,-107,9910,9159,29.35546875,29.53125
912,707,647,5,0,-11,10270,11560,8.96484375,9.140625
913,710,647,48,0,-59,6283,6529,17.40234375,17.578125
914,451,730,1,0,149,4096,3149,27.7734375,27.94921875
915,731,642,12,0,-38,8940,9728,11.6015625,11.77734375
916,539,548,50,0,-14,11871,12587,11.42578125,11.6015625
917,693,618,49,0,-156,7999,8816,29.8828125,30.05859375
918,542,647,56,0,-130,3498,2564,25.3125,25.48828125
919,517,734,58,0,36,5806,5574,3.1640625,3.33984375
920,598,462,39,0,59,8169,6844,9.84375,10.01953125
921,592,663,33,0,-84,9842,10152,24.43359375,24.609375
922,726,451,19,0,-27,5716,6350,10.1953125,10.37109375
923,462,519,55,0,32,3263,3734,3.8671875,4.04296875
924,453,607,9,0,-2,9281,8410,5.09765625,5.2734375
925,505,596,51,0,-154,2879,2441,22.8515625,23.02734375
926,742,538,33,0,111,4553,5570,13.88671875,14.0625
927,542,487,24,0,-179,4427,2991,24.9609375,25.13671875
928,589,712,35,0,-37,9350,9662,11.6015625,11.77734375
929,711,456,16,0,115,6068,4804,20.56640625,20.7421875
930,741,592,33,0,84,2529,1752,6.85546875,7.03125
931,682,596,19,0,68,3175,1976,6.50390625,6.6796875
932,513,577,47,0,92,12187,13354,15.29296875,15.46875
933,660,636,11,0,-97,12774,13206,28.65234375,28.828125
934,635,602,44,0,-178,3581,4281,23.90625,24.08203125
935,729,619,5,0,-48,12042,10667,16.34765625,16.5234375
936,637,708,14,0,72,11346,11696,16.5234375,16.69921875
937,626,731,7,0,-65,13142,12128,19.51171875,19.6875
938,662,613,37,0,-151,3611,3473,27.7734375,27.94921875
939,489,503,36,0,-55,1341,2662,10.1953125,10.37109375
940,720,620,0,0,13,6219,5297,5.44921875,5.625
941,655,469,33,0,159,2154,2698,19.51171875,19.6875
942,603,489,27,0,-22,9106,9966,11.25,11.42578125
943,673,613,21,0,-163,10549,9485,36.03515625,36.2109375
944,528,452,31,0,-161,6016,5600,25.6640625,25.83984375
945,588,565,19,0,-118,5267,4406,24.9609375,25.13671875
946,490,723,27,0,106,10520,10606,18.80859375,18.984375
947,534,517,10,0,-100,4655,5290,18.80859375,18.984375
948,561,483,47,0,-31,8381,9584,12.3046875,12.48046875
949,474,692,53,0,83,4898,3485,-1.0,0.703125
950,468,686,49,0,44,7770,8808,-1.0,0.703125
951,580,655,5,0,2,2747,2610,2.28515625,2.4609375
952,465,718,20,0,-164,6175,6597,31.46484375,31.640625
953,532,721,10,0,17,4190,4090,2.28515625,2.4609375
954,502,673,19,0,-53,4003,3368,7.03125,7.20703125
955,658,501,53,0,41,3140,2109,-1.0,0.703125
956,676,741,35,0,-150,8611,8415,35.33203125,35.5078125
957,573,661,46,0,-152,2544,2134,25.48828125,25.6640625
958,671,474,27,0,-73,4587,6089,16.69921875,16.875
959,707,516,7,0,18,5345,6369,6.6796875,6.85546875
960,664,573,8,0,146,12758,12489,34.27734375,34.453125
961,581,599,22,0,-102,2263,3699,19.6875,19.86328125
962,460,567,24,0,50,4729,4615,4.921875,5.09765625
963,574,537,38,0,113,9921,9019,18.10546875,18.28125
964,628,513,46,0,105,8867,7473,14.4140625,14.58984375
965,582,636,19,0,33,9840,9116,7.734375,7.91015625
966,574,614,7,0,98,4790,4715,16.171875,16.34765625
967,497,630,56,0,-149,9891,10165,27.59765625,27.7734375
968,496,729,11,0,127,6402,4957,24.08203125,24.2578125
969,711,628,55,0,-22,8659,7399,11.25,11.42578125
970,579,714,4,0,119,5114,4150,23.02734375,23.203125
971,626,747,16,0,82,8535,8416,13.88671875,14.0625
972,665,507,25,0,16,6325,5680,6.6796875,6.85546875
973,501,727,24,0,-64,3107,3216,9.140625,9.31640625
974,716,734,30,0,99,7892,9197,15.99609375,16.171875
975,694,680,52,0,74,6194,6530,7.03125,7.20703125
976,595,539,46,0,12,4565,5971,-1.0,0.703125
977,616,733,46,0,-106,4190,2963,27.0703125,27.24609375
978,725,531,40,0,-77,8860,7853,23.203125,23.37890625
979,661,559,46,0,-78,12269,11072,25.48828125,25.6640625
980,516,631,50,0,-19,13482,14569,11.77734375,11.953125
981,669,511,40,0,-172,8797,10271,29.00390625,29.1796875
982,510,743,45,0,-147,7196,7814,30.41015625,30.5859375
983,723,675,14,0,-76,13183,13001,25.13671875,25.3125
984,496,632,47,0,-145,12799,13870,29.70703125,29.8828125
985,586,679,38,0,149,8560,7646,25.6640625,25.83984375
986,722,560,36,0,54,12140,10859,13.88671875,14.0625
987,601,589,9,0,1,3902,4053,3.515625,3.69140625
988,491,577,38,0,104,5382,6526,10.546875,10.72265625
989,649,497,32,0,-172,3647,2900,24.78515625,24.9609375
990,601,610,55,0,-101,4462,4702,23.90625,24.08203125
991,637,727,9,0,94,3892,4231,11.953125,12.12890625
992,549,560,31,0,-50,7478,8566,13.359375,13.53515625
993,592,496,10,0,171,8264,6822,30.41015625,30.5859375
994,551,583,34,0,-175,6004,5615,27.421875,27.59765625
995,565,476,15,0,-149,9173,10301,29.70703125,29.8828125
996,623,458,28,0,137,3402,3144,18.10546875,18.28125
997,570,509,41,0,59,9546,11036,10.8984375,11.07421875
998,531,505,36,0,132,3605,3782,13.88671875,14.0625
999,687,694,11,0,7,608,1224,-1.0,0.703125
