Case,BL_Speed,RD_Speed,rad,BL_Hdg,RD_Hdg,BL_Alt,RD_Alt,maxRange,minErrorTry
145,600,450,-30,0,150,13716.0,13716.0,31.640625,31.81640625
146,750,450,-30,0,150,13716.0,13716.0,34.1015625,34.27734375
147,450,600,-30,0,150,13716.0,13716.0,31.81640625,31.9921875
148,600,600,-30,0,150,13716.0,13716.0,34.453125,34.62890625
149,750,600,-30,0,150,13716.0,13716.0,36.9140625,37.08984375
150,450,750,-30,0,150,13716.0,13716.0,34.453125,34.62890625
151,600,750,-30,0,150,13716.0,13716.0,37.265625,37.44140625
152,750,750,-30,0,150,13716.0,13716.0,39.7265625,39.90234375
153,450,450,-60,0,120,13716.0,13716.0,24.08203125,24.2578125
154,600,450,-60,0,120,13716.0,13716.0,25.83984375,26.015625
155,750,450,-60,0,120,13716.0,13716.0,27.59765625,27.7734375
156,450,600,-60,0,120,13716.0,13716.0,26.3671875,26.54296875
157,600,600,-60,0,120,13716.0,13716.0,28.30078125,28.4765625
158,750,600,-60,0,120,13716.0,13716.0,29.8828125,30.05859375
159,450,750,-60,0,120,13716.0,13716.0,28.828125,29.00390625
160,600,750,-60,0,120,13716.0,13716.0,30.5859375,30.76171875
161,750,750,-60,0,120,13716.0,13716.0,32.34375,32.51953125
162,450,450,0,0,180,7620.0,6096.0,27.59765625,27.7734375
163,600,450,0,0,180,7620.0,6096.0,29.53125,29.70703125
164,750,450,0,0,180,7620.0,6096.0,31.640625,31.81640625
165,450,600,0,0,180,7620.0,6096.0,30.9375,31.11328125
166,600,600,0,0,180,7620.0,6096.0,32.87109375,33.046875
167,750,600,0,0,180,7620.0,6096.0,34.98046875,35.15625
168,450,750,0,0,180,7620.0,6096.0,34.1015625,34.27734375
169,600,750,0,0,180,7620.0,6096.0,36.2109375,36.38671875
170,750,750,0,0,180,7620.0,6096.0,38.3203125,38.49609375
171,450,450,-30,0,150,7620.0,6096.0,26.19140625,26.3671875
172,600,450,-30,0,150,7620.0,6096.0,27.94921875,28.125
173,750,450,-30,0,150,7620.0,6096.0,29.8828125,30.05859375
174,450,600,-30,0,150,7620.0,6096.0,29.35546875,29.53125
175,600,600,-30,0,150,7620.0,6096.0,31.2890625,31.46484375
176,750,600,-30,0,150,7620.0,6096.0,33.22265625,33.3984375
177,450,750,-30,0,150,7620.0,6096.0,32.51953125,32.6953125
178,600,750,-30,0,150,7620.0,6096.0,34.453125,34.62890625
179,750,750,-30,0,150,7620.0,6096.0,36.38671875,36.5625
