,blue_alt,red_alt,angle_off,aspect_angle,Rmax
0,46778.83617249467,20013.701751364613,115.79083067220193,-45.402577563657275,-1
1,24621.00233854482,14407.585503653385,15.12739783514084,-76.50151149945191,-1
2,21420.57270227969,16486.496661033925,-165.57409523523958,56.81036913866848,-1
3,45707.73838432482,8371.630986484528,47.62366179138564,5.157886450039285,-1
4,21828.66777862129,29914.35804111148,58.01136972964173,-40.025505036454575,-1
5,18773.120118719216,25855.04503770201,177.6789407920075,77.54320383438318,-1
6,39080.599187986656,23436.67235552093,147.12673876506472,86.20011942346221,-1
7,44294.08929664343,10522.687015366297,-32.138095722525804,-49.01974862913713,-1
8,23122.06926974996,42860.18671928424,-1.8508520775799013,-30.70339780371961,-1
9,9071.260340428707,7869.612983813582,116.22145178354111,81.3490166456204,-1
10,44551.37543224523,1190.9461038973898,-83.70198616839093,-64.6761086416802,-1
11,23714.65006973778,10881.207908460377,-4.5591424221829016,-8.791002648429952,-1
12,31940.00199927495,26213.806838809815,0.7888601176413204,-81.91962498457559,-1
13,47188.21265657071,21927.30086760578,133.22642424911066,-31.739595257138717,-1
14,5437.5581518680965,49569.846713654,-2.5165221856800315,-59.57531161197005,-1
15,48205.00899801648,46475.57738782998,-140.20763745478553,81.13469573244953,-1
16,7421.213991105557,7323.318903289789,-126.40199218303783,67.6756821646695,-1
17,30702.449928463175,28228.345512804888,71.64327262311909,-37.03065296928975,-1
18,3991.9827305975186,4886.778447987885,-94.66854705316788,15.436156866143037,-1
19,4595.652539855948,3193.4481764071616,-107.52952143957249,-88.05506631409506,-1
20,3763.7075005537877,7691.469066447424,-136.66702486699404,-29.99663477719244,-1
21,42646.05102076076,33723.47607522679,-177.51630532035003,-77.28849807217104,-1
22,17498.4000936963,23512.597618343832,-16.45468069083762,7.003546614802957,-1
23,36353.7907922749,32116.154074640475,-90.82813476957877,-41.1080827823188,-1
24,49662.112655993355,26625.441293800493,149.90169782669886,77.07517318197438,-1
25,40729.25206904787,31696.377785161225,86.41855492533142,-37.83623954924463,-1
26,11104.613663322067,20141.741233225686,-112.20223066380346,-57.30773880216955,-1
27,6457.217499377274,9639.328185877315,-174.14947341475272,-65.52401856764905,-1
28,37022.647791121315,3389.4652083173037,74.85395799922293,37.14713874714667,-1
29,9193.93768348493,24384.77740807894,36.871961959189974,79.50551822281201,-1
30,30909.823869663403,7665.533663190987,-159.87710488042234,-58.564055623108075,-1
31,7745.800355298986,40967.5170880833,124.6831354345104,-70.61554847400586,-1
32,38841.60148207728,45273.98235718064,-100.2486981338642,0.4425532008829549,-1
33,12436.253367860036,21779.290456291066,95.3661316256011,-53.72112667077373,-1
34,25655.501033101467,31809.721945953166,132.62033844390635,83.07827473296257,-1
35,45295.742266224916,20697.186337764928,-54.93948613460937,73.6117101842488,-1
36,43214.38203780574,40586.83375297195,39.542539253299736,82.02185238069748,-1
37,7486.999130291578,10128.387188777062,93.88638826657075,-40.767733175806676,-1
