,blue_alt,red_alt,angle_off,aspect_angle,Rmax
0,7583.847961507659,42524.2531099244,94.95886283158103,-44.0875753669041,-13.5
1,25276.319267505107,23025.062174648167,54.573470180194676,51.97020320439236,-25.5
2,5599.11975193751,2389.0263495783092,120.87543741115309,-12.101927777090395,-24.5
3,38351.724040439156,1103.196614204424,-19.660610140271473,39.87720582134085,-18.5
4,12209.34884225218,47318.264082142196,144.51388474013407,-84.49380305396036,-14.5
5,2246.847188679579,27529.211166881334,158.0936986002638,-21.383237216121756,-26.5
6,11613.370459400056,21683.712203553147,-169.54531647304754,-50.09550007085369,-31.0
7,22456.492088878033,25294.79982771068,-96.08959790727386,-48.44402252262283,-33.0
8,11720.270829546742,23520.569821148947,-75.67861874742519,-86.1318530521364,-34.5
9,42041.32080746607,28266.261809969237,51.22597065568041,-56.53687213895081,-18.5
10,49634.62719662719,43137.379910969205,-136.47961446990968,-30.11486663517676,-36.0
11,36352.73597158015,35848.3967150687,157.11861124780546,-14.02074000694526,-33.0
12,41671.74897044202,33844.97275428948,-70.78733606414966,15.764509105840702,-20.5
13,44241.471040761026,42463.67350298732,1.9021754086561486,16.020406436859304,-19.0
14,2691.7656774157376,12894.258703610314,107.06552911954901,-15.423480125860635,-19.5
15,9477.362677373496,27891.139308019498,73.09467434362733,31.407449490418898,-21.5
16,19360.448004580372,22509.119872183594,3.033535769993449,50.119670700026234,-17.5
17,26525.982463044114,20269.499653247076,-3.7103326335870292,-84.67650648595674,-23.0
18,3130.877227469844,35465.72234158796,173.94757823148262,16.773071468410365,-29.5
19,20286.384632517784,9347.110645928384,0.8058810360539042,86.77379475693616,-22.5
20,38755.63385170923,27441.25497403916,129.70432041139787,-48.20829694865738,-23.5
21,26174.811496194212,47670.9020251452,28.006130808433113,-7.356288256079694,-15.5
22,14194.69439462964,27851.819163846194,164.56186132568166,-88.97235669892927,-18.5
23,39399.1063981541,41203.80968434861,139.02464909736295,43.29061412997535,-35.0
24,40647.8551427515,26415.2358926271,22.088831320216457,-13.303677656132962,-18.5
25,3750.04157851628,43630.49760365535,25.19976019549688,-54.02890436811425,-11.5
26,25731.302904014305,24761.330499158972,-51.55561276381596,-27.705974576732125,-21.0
27,27385.46099115437,31550.983187077753,40.48288732178122,-7.533575982049598,-17.0
28,2370.7742201082756,12250.646532574172,-116.20394678211022,15.202956740119447,-21.0
29,43189.43418181292,40123.50808829388,106.95512254877866,56.95872670092436,-35.5
30,13509.40796427799,42245.4967814307,62.32086915793454,-75.01785519529838,-13.5
31,1817.8408756624203,1713.4387713158035,92.01123909079138,-45.07933938238389,-14.5
32,6364.942737423609,31615.302123471338,-56.00776892526183,-77.48723186444748,-26.0
33,8821.650709998528,26841.639553352627,-119.46781935992583,-40.87540137263758,-32.5
34,35867.90643207837,23280.37987223753,-64.07936410056267,-4.721217449349794,-21.5
35,2158.094303967366,19941.298133312022,-28.46927548473269,-56.15292514476367,-17.5
36,6329.322929825254,45091.10651744499,3.641753134323494,-52.363621340681384,-12.5
37,30676.78336166681,41034.94375051646,-172.50548093665657,-86.78438625099685,-23.5
38,8176.625279567955,36222.9381653277,-122.31806665330632,36.82901301336045,-17.5
39,34230.613968570426,27690.406015366316,-100.58409071183644,85.60701320721901,-17.5
40,40092.7320276014,26313.376330520256,-99.64951911119853,26.73115525786615,-22.5
41,20350.00248305668,29216.452176614777,-64.35150863575491,23.570615028842454,-16.5
42,3880.4706941180734,15631.691531527655,168.44519165432007,67.59616396232866,-26.5
43,16012.94439632905,43067.20591147141,-68.26909415287174,79.07191778435083,-13.5
44,37448.26381468894,21392.44087548625,-89.15108317925927,-88.4735527565396,-40.5
45,44057.177012233486,2857.909999330448,114.989079820607,83.19620253254723,-45.0
46,28943.74794201383,9404.337663708213,132.40118319659763,85.2795425087445,-37.0
47,35497.1339741735,25934.813557816633,-43.93121963630111,-27.552440778728098,-21.5
48,11082.32610744053,34033.49769809634,-24.137956403886136,-55.05864390266587,-17.5
49,6116.7869192342505,33631.91888565545,-73.41383769006544,-0.03601399737571853,-16.0
50,16941.93708892382,43709.4538637542,143.88417706852124,-86.74326294471508,-16.0
51,10841.79756059721,17059.29454971711,175.33789845408938,50.8860676312876,-30.0
52,17615.68674469575,11438.460022659874,62.803825100554775,60.786192627713575,-29.5
53,46677.18612278774,17848.64092475017,137.66155288792686,33.67983278765833,-42.5
54,24740.437408012207,49289.90326146409,-95.52944344642614,40.58373352342903,-17.0
55,5149.331290407726,9315.012947924992,147.9556020629044,-51.66572490154365,-21.0
56,38196.69295310557,30410.232676480227,122.80759045410781,-23.740560106983168,-26.0
57,17673.976515097413,15269.549083145599,132.271136491285,18.71685520050802,-36.0
58,47761.06540143731,44475.99013113118,-131.27544813763694,9.210685332458965,-29.5
59,6109.474902716066,2917.7521312486183,-153.65036922035452,65.91030432598296,-20.0
60,39617.705987536094,41596.79260198656,-57.27691291802998,20.733485860626587,-19.0
61,39313.276480004984,19523.941813080983,25.48134921564838,-49.731466905221545,-18.5
62,5005.4198552672915,14069.45850610508,140.67652602790992,11.600429983235529,-34.0
63,46328.29290331519,23430.69369302102,-80.21420420122861,51.66263944085918,-19.5
64,41560.639675640756,1606.7054798466647,61.34819004861515,-73.4970379290268,-18.5
65,6640.022422968438,44367.94344860339,-165.59152671954072,-46.86599432384833,-25.0
66,49419.7664316956,21629.665784083096,-138.3990549867816,-59.87098125696028,-41.0
67,12829.59396979431,37456.31441031341,-142.97970744492847,73.93759529028,-16.5
68,19535.58625666708,48542.937789882315,147.32018213425607,-37.0757547092614,-21.5
69,13417.09666601521,24373.494702641125,-143.95350817783728,27.3690359080951,-25.5
70,2941.390457271519,1514.8014244149422,173.73010555816683,-36.801025191194796,-32.0
71,30231.961516233627,23042.38219687479,-67.21889001518593,-78.66633779142384,-35.0
72,45756.20884113108,48520.85056506766,169.12674161872917,-69.95478417715945,-25.5
73,11544.470231768824,31272.53712056623,172.7830389204277,7.724375547248798,-33.0
74,34721.30059433792,33429.88701489211,-86.7290429326878,7.488407324333792,-22.0
75,16058.73477281316,13072.678608169519,-150.7072444618364,-39.458389758358415,-39.0
76,49185.45914375072,22947.20978613148,54.723792424561395,25.823894448571494,-25.0
77,47095.991590201,20133.449005807233,-69.55765385345511,-31.096545356316028,-28.5
78,16520.022197394504,42509.60352548454,141.66008838777634,-35.49432065894707,-21.5
79,17382.336876887333,27667.045294927026,28.434757074150184,17.27325720018078,-16.0
80,13009.802190867182,1998.3273938663656,-92.24665206195031,-76.98104390314604,-41.5
81,28009.032990859796,4474.902009437188,-152.95327478837171,24.368776841350297,-34.0
82,15250.255970550385,39817.05313623232,-2.426024609950332,65.27681600034768,-16.0
83,8554.800211979358,25570.049711387972,106.19405774856864,-76.1207424724951,-14.0
84,47512.16949967388,9488.863310208575,99.43523387493678,87.28125680593305,-45.0
85,41255.9570924322,16669.41613685728,-141.52401555063847,2.584485189944857,-36.5
86,46048.49002132371,15380.98522416272,141.75316717048435,-64.49748353519492,-24.5
87,45613.60204524397,2556.2373489694965,-66.21527600608216,72.55589106854023,-19.0
88,40388.95776821462,45450.534582843065,122.6586680088256,44.31327937281401,-33.5
89,34790.16378571297,9729.588416571856,-24.250319648554694,-61.5785501246111,-24.5
90,36026.39814647175,33721.158244591556,-89.06889319420198,-78.40544519742096,-36.5
91,48205.90828275721,40604.37879024743,17.737175301306934,7.447977357296523,-19.5
92,42713.34065023762,23212.174203488674,-37.544239900523735,-29.03955391888941,-22.5
