dataType,regressor,interactionsDegree,polyreduction,mae,mae_std,rmse,rmse_std,fitTime,fitTime_std,predTime,predTime_std,trainSize
TestData,LinReg,3,50,0.6524175419323146,0.009433021073651068,0.8528012783147609,0.013439951180294734,0.010678505897521973,0.0007371128524809228,0.10449092388153076,0.004269737777921629,0
